Delegacia;Ano;Natureza;Janeiro;Fevereiro;Marco;Abril;Maio;Junho;Julho;Agosto;Setembro;Outubro;Novembro;Dezembro;Total
081 DP - Belém;2024;ROUBO - OUTROS;270;340;380;350;320;38;60;35;25;37;37;26;4240
081 DP - Belém;2024;ROUBO DE VEÍCULO;0;30;0;30;30;2;2;1;1;1;4;3;230
081 DP - Belém;2024;ROUBO A BANCO;0;0;0;0;0;0;0;0;0;0;0;0;0
081 DP - Belém;2024;ROUBO DE CARGA;0;0;0;10;10;4;0;1;1;1;0;2;110
081 DP - Belém;2024;FURTO - OUTROS;780;690;1100;890;1020;119;111;119;125;106;98;99;1225
081 DP - Belém;2024;FURTO DE VEÍCULO;90;150;190;260;170;11;15;15;8;10;7;7;1590
081 DP - Belém;2023;HOMICÍDIO DOLOSO (2);0;0;0;0;0;1;0;0;0;1;0;2;40
081 DP - Belém;2023;Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3);0;0;0;0;0;1;0;0;0;1;0;2;40
081 DP - Belém;2023;HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;0;0;0;0;0;0;0;0
081 DP - Belém;2023;Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;0;0;0;0;0;0;0;0
081 DP - Belém;2023;HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;10;0;1;1;1;0;0;0;40
081 DP - Belém;2023;HOMICÍDIO CULPOSO OUTROS;0;0;0;0;0;0;0;0;0;0;0;0;0
081 DP - Belém;2023;TENTATIVA DE HOMICÍDIO;0;0;10;0;0;0;0;0;0;1;1;2;50
081 DP - Belém;2023;LESÃO CORPORAL SEGUIDA DE MORTE;0;0;0;0;0;0;0;0;0;0;0;0;0
081 DP - Belém;2023;LESÃO CORPORAL DOLOSA;130;200;210;130;150;15;9;15;18;14;22;13;1880
081 DP - Belém;2023;LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO;40;30;50;70;20;4;5;9;4;6;4;4;570
081 DP - Belém;2023;LESÃO CORPORAL CULPOSA - OUTRAS;10;0;0;0;0;0;1;0;1;2;1;0;60
081 DP - Belém;2023;LATROCÍNIO;0;0;0;0;0;0;0;0;0;0;0;0;0
081 DP - Belém;2023;Nº DE VÍTIMAS EM LATROCÍNIO;0;0;0;0;0;0;0;0;0;0;0;0;0
081 DP - Belém;2023;TOTAL DE ESTUPRO (4);20;10;0;10;0;0;0;2;1;2;1;0;100
081 DP - Belém;2023;ESTUPRO;20;0;0;10;0;0;0;0;0;2;0;0;50
081 DP - Belém;2023;ESTUPRO DE VULNERÁVEL;0;10;0;0;0;0;0;2;1;0;1;0;50
081 DP - Belém;2023;TOTAL DE ROUBO - OUTROS (1);320;320;370;210;310;21;27;28;44;32;33;38;3760
081 DP - Belém;2023;ROUBO - OUTROS;320;280;350;210;300;19;26;28;43;32;30;37;3610
081 DP - Belém;2023;ROUBO DE VEÍCULO;20;10;30;20;20;2;2;3;1;1;4;2;250
081 DP - Belém;2023;ROUBO A BANCO;0;0;0;0;0;0;0;0;0;0;0;0;0
081 DP - Belém;2023;ROUBO DE CARGA;0;40;20;0;10;2;1;0;1;0;3;1;150
081 DP - Belém;2023;FURTO - OUTROS;630;640;930;850;1080;83;92;101;101;91;98;95;1074
081 DP - Belém;2023;FURTO DE VEÍCULO;100;140;170;100;140;16;5;8;17;5;17;9;1420
081 DP - Belém;2022;HOMICÍDIO DOLOSO (2);10;0;0;0;0;0;0;0;0;1;0;0;20
081 DP - Belém;2022;Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3);10;0;0;0;0;0;0;0;0;1;0;0;20
081 DP - Belém;2022;HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;0;0;0;0;0;0;0;0
081 DP - Belém;2022;Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;0;0;0;0;0;0;0;0
081 DP - Belém;2022;HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO;0;0;0;10;0;0;0;0;0;0;0;0;10
081 DP - Belém;2022;HOMICÍDIO CULPOSO OUTROS;0;0;0;0;0;0;0;0;0;0;0;0;0
081 DP - Belém;2022;TENTATIVA DE HOMICÍDIO;0;0;0;10;0;1;0;0;0;0;1;0;30
081 DP - Belém;2022;LESÃO CORPORAL SEGUIDA DE MORTE;0;0;0;0;0;0;0;0;0;0;0;0;0
081 DP - Belém;2022;LESÃO CORPORAL DOLOSA;160;210;210;190;150;16;24;18;12;24;22;25;2330
081 DP - Belém;2022;LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO;20;10;30;20;60;6;4;1;7;3;2;6;430
081 DP - Belém;2022;LESÃO CORPORAL CULPOSA - OUTRAS;0;0;0;0;10;1;0;0;2;0;0;2;60
081 DP - Belém;2022;LATROCÍNIO;0;0;0;0;0;0;0;0;0;0;0;0;0
081 DP - Belém;2022;Nº DE VÍTIMAS EM LATROCÍNIO;0;0;0;0;0;0;0;0;0;0;0;0;0
081 DP - Belém;2022;TOTAL DE ESTUPRO (4);0;10;10;0;0;1;0;0;0;0;1;0;40
081 DP - Belém;2022;ESTUPRO;0;10;0;0;0;0;0;0;0;0;0;0;10
081 DP - Belém;2022;ESTUPRO DE VULNERÁVEL;0;0;10;0;0;1;0;0;0;0;1;0;30
081 DP - Belém;2022;TOTAL DE ROUBO - OUTROS (1);480;280;340;280;300;46;56;67;33;43;36;45;4940
081 DP - Belém;2022;ROUBO - OUTROS;430;260;310;260;270;44;53;62;31;40;35;45;4630
081 DP - Belém;2022;ROUBO DE VEÍCULO;20;20;0;50;10;1;4;4;0;0;1;2;220
081 DP - Belém;2022;ROUBO A BANCO;0;0;0;0;0;0;0;0;0;0;0;0;0
081 DP - Belém;2022;ROUBO DE CARGA;50;20;30;20;30;2;3;5;2;3;1;0;310
081 DP - Belém;2022;FURTO - OUTROS;640;630;880;790;960;92;87;90;92;87;75;108;1021
081 DP - Belém;2022;FURTO DE VEÍCULO;80;60;160;70;90;13;15;11;11;7;11;14;1280
102 DP - Socorro;2025;HOMICÍDIO DOLOSO (2);0;0;0;0;0;;;;;;;;0
102 DP - Socorro;2025;Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3);0;0;0;0;0;;;;;;;;0
102 DP - Socorro;2025;HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;;;;;;;;0
102 DP - Socorro;2025;Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;;;;;;;;0
102 DP - Socorro;2025;HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;10;;;;;;;;10
102 DP - Socorro;2025;HOMICÍDIO CULPOSO OUTROS;0;0;0;0;0;;;;;;;;0
102 DP - Socorro;2025;TENTATIVA DE HOMICÍDIO;0;10;0;10;0;;;;;;;;20
102 DP - Socorro;2025;LESÃO CORPORAL SEGUIDA DE MORTE;0;0;0;0;0;;;;;;;;0
102 DP - Socorro;2025;LESÃO CORPORAL DOLOSA;170;210;190;140;100;;;;;;;;810
102 DP - Socorro;2025;LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO;120;70;110;70;80;;;;;;;;450
102 DP - Socorro;2025;LESÃO CORPORAL CULPOSA - OUTRAS;0;0;0;0;0;;;;;;;;0
102 DP - Socorro;2025;LATROCÍNIO;0;0;0;0;0;;;;;;;;0
102 DP - Socorro;2025;Nº DE VÍTIMAS EM LATROCÍNIO;0;0;0;0;0;;;;;;;;0
102 DP - Socorro;2025;TOTAL DE ESTUPRO (4);20;0;10;10;10;;;;;;;;50
102 DP - Socorro;2025;ESTUPRO;0;0;0;0;0;;;;;;;;0
102 DP - Socorro;2025;ESTUPRO DE VULNERÁVEL;20;0;10;10;10;;;;;;;;50
102 DP - Socorro;2025;TOTAL DE ROUBO - OUTROS (1);440;400;360;300;310;;;;;;;;1810
102 DP - Socorro;2025;ROUBO - OUTROS;440;400;360;290;310;;;;;;;;1800
102 DP - Socorro;2025;ROUBO DE VEÍCULO;60;90;30;80;50;;;;;;;;310
102 DP - Socorro;2025;ROUBO A BANCO;0;0;0;0;0;;;;;;;;0
102 DP - Socorro;2025;ROUBO DE CARGA;0;0;0;10;0;;;;;;;;10
102 DP - Socorro;2025;FURTO - OUTROS;790;790;960;1000;870;;;;;;;;4410
102 DP - Socorro;2025;FURTO DE VEÍCULO;270;90;170;200;180;;;;;;;;910
102 DP - Socorro;2024;HOMICÍDIO DOLOSO (2);0;0;0;0;0;0;0;0;0;1;0;0;10
102 DP - Socorro;2024;Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3);0;0;0;0;0;0;0;0;0;1;0;0;10
102 DP - Socorro;2024;HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;0;0;0;0;0;0;0;0
102 DP - Socorro;2024;Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;0;0;0;0;0;0;0;0
102 DP - Socorro;2024;HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO;0;0;20;10;0;0;0;0;1;1;1;2;80
102 DP - Socorro;2024;HOMICÍDIO CULPOSO OUTROS;0;0;0;0;0;0;0;0;0;0;0;0;0
102 DP - Socorro;2024;TENTATIVA DE HOMICÍDIO;0;0;0;10;0;0;0;0;0;0;0;0;10
102 DP - Socorro;2024;LESÃO CORPORAL SEGUIDA DE MORTE;0;0;0;0;0;0;0;0;0;0;0;0;0
102 DP - Socorro;2024;LESÃO CORPORAL DOLOSA;190;150;120;140;130;14;12;7;19;11;12;16;1640
102 DP - Socorro;2024;LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO;180;90;60;120;120;15;16;15;8;11;13;12;1470
102 DP - Socorro;2024;LESÃO CORPORAL CULPOSA - OUTRAS;0;10;0;0;0;0;0;0;0;0;0;2;30
102 DP - Socorro;2024;LATROCÍNIO;0;0;0;0;10;0;0;0;0;0;0;0;10
102 DP - Socorro;2024;Nº DE VÍTIMAS EM LATROCÍNIO;0;0;0;0;10;0;0;0;0;0;0;0;10
102 DP - Socorro;2024;TOTAL DE ESTUPRO (4);10;20;0;10;0;4;0;0;1;1;1;0;110
102 DP - Socorro;2024;ESTUPRO;10;10;0;10;0;1;0;0;1;0;1;0;60
102 DP - Socorro;2024;ESTUPRO DE VULNERÁVEL;0;10;0;0;0;3;0;0;0;1;0;0;50
102 DP - Socorro;2024;TOTAL DE ROUBO - OUTROS (1);380;420;540;410;290;43;31;40;30;40;48;53;4890
102 DP - Socorro;2024;ROUBO - OUTROS;370;420;510;410;290;43;31;40;30;39;48;53;4840
102 DP - Socorro;2024;ROUBO DE VEÍCULO;70;40;110;110;40;5;8;6;6;7;6;14;890
102 DP - Socorro;2024;ROUBO A BANCO;0;0;0;0;0;0;0;0;0;0;0;0;0
102 DP - Socorro;2024;ROUBO DE CARGA;10;0;30;0;0;0;0;0;0;1;0;0;50
102 DP - Socorro;2024;FURTO - OUTROS;970;810;1250;800;770;76;90;93;102;108;90;77;1096
102 DP - Socorro;2024;FURTO DE VEÍCULO;170;210;190;300;230;20;27;19;11;18;13;12;2300
102 DP - Socorro;2023;HOMICÍDIO DOLOSO (2);0;10;10;0;0;0;0;0;0;0;0;0;20
102 DP - Socorro;2023;Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3);0;10;10;0;0;0;0;0;0;0;0;0;20
102 DP - Socorro;2023;HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;0;0;0;0;0;0;0;0
102 DP - Socorro;2023;Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;0;0;0;0;0;0;0;0
102 DP - Socorro;2023;HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO;0;10;10;0;0;0;2;2;0;1;1;0;80
102 DP - Socorro;2023;HOMICÍDIO CULPOSO OUTROS;0;0;0;0;0;0;0;0;0;0;0;0;0
102 DP - Socorro;2023;TENTATIVA DE HOMICÍDIO;0;10;0;0;10;0;0;0;0;0;0;0;20
102 DP - Socorro;2023;LESÃO CORPORAL SEGUIDA DE MORTE;0;0;0;0;0;0;0;0;0;0;0;0;0
102 DP - Socorro;2023;LESÃO CORPORAL DOLOSA;70;70;150;180;130;5;11;11;12;13;23;19;1540
102 DP - Socorro;2023;LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO;80;100;100;100;130;14;13;15;21;12;10;9;1450
102 DP - Socorro;2023;LESÃO CORPORAL CULPOSA - OUTRAS;20;0;0;0;0;0;0;1;0;0;0;1;40
102 DP - Socorro;2023;LATROCÍNIO;0;0;0;0;0;0;0;0;0;0;0;0;0
102 DP - Socorro;2023;Nº DE VÍTIMAS EM LATROCÍNIO;0;0;0;0;0;0;0;0;0;0;0;0;0
102 DP - Socorro;2023;TOTAL DE ESTUPRO (4);0;20;10;0;10;0;0;1;0;0;1;1;70
102 DP - Socorro;2023;ESTUPRO;0;20;0;0;0;0;0;0;0;0;1;0;30
102 DP - Socorro;2023;ESTUPRO DE VULNERÁVEL;0;0;10;0;10;0;0;1;0;0;0;1;40
102 DP - Socorro;2023;TOTAL DE ROUBO - OUTROS (1);550;590;660;470;470;64;57;37;45;29;27;45;5780
102 DP - Socorro;2023;ROUBO - OUTROS;530;540;630;450;450;64;56;37;42;29;27;43;5580
102 DP - Socorro;2023;ROUBO DE VEÍCULO;80;50;200;80;40;7;16;6;11;19;14;16;1340
102 DP - Socorro;2023;ROUBO A BANCO;0;0;0;0;0;0;0;0;0;0;0;0;0
102 DP - Socorro;2023;ROUBO DE CARGA;20;50;30;20;20;0;1;0;3;0;0;2;200
102 DP - Socorro;2023;FURTO - OUTROS;870;860;870;1080;1320;96;78;78;104;83;75;89;1103
102 DP - Socorro;2023;FURTO DE VEÍCULO;220;170;250;140;190;24;26;19;16;19;27;16;2440
102 DP - Socorro;2022;HOMICÍDIO DOLOSO (2);0;0;0;0;0;0;1;0;0;0;1;0;20
102 DP - Socorro;2022;Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3);0;0;0;0;0;0;1;0;0;0;1;0;20
102 DP - Socorro;2022;HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;0;0;0;0;0;0;0;0
102 DP - Socorro;2022;Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;0;0;0;0;0;0;0;0
102 DP - Socorro;2022;HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO;0;0;10;0;0;0;0;1;2;0;2;1;70
102 DP - Socorro;2022;HOMICÍDIO CULPOSO OUTROS;0;0;0;0;0;0;0;0;0;0;0;0;0
102 DP - Socorro;2022;TENTATIVA DE HOMICÍDIO;0;10;0;0;20;0;0;1;0;0;0;0;40
102 DP - Socorro;2022;LESÃO CORPORAL SEGUIDA DE MORTE;0;0;0;0;0;0;0;0;0;0;0;0;0
102 DP - Socorro;2022;LESÃO CORPORAL DOLOSA;110;90;110;120;130;11;12;4;9;13;16;10;1310
102 DP - Socorro;2022;LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO;50;40;70;100;100;11;11;15;11;8;8;13;1130
102 DP - Socorro;2022;LESÃO CORPORAL CULPOSA - OUTRAS;0;10;0;0;0;0;0;0;1;0;0;0;20
102 DP - Socorro;2022;LATROCÍNIO;0;0;0;0;0;0;0;0;0;0;0;0;0
102 DP - Socorro;2022;Nº DE VÍTIMAS EM LATROCÍNIO;0;0;0;0;0;0;0;0;0;0;0;0;0
102 DP - Socorro;2022;TOTAL DE ESTUPRO (4);0;0;20;10;0;1;2;0;3;0;0;1;100
102 DP - Socorro;2022;ESTUPRO;0;0;0;10;0;0;1;0;0;0;0;0;20
102 DP - Socorro;2022;ESTUPRO DE VULNERÁVEL;0;0;20;0;0;1;1;0;3;0;0;1;80
102 DP - Socorro;2022;TOTAL DE ROUBO - OUTROS (1);610;460;480;390;400;32;52;40;59;48;54;56;5750
102 DP - Socorro;2022;ROUBO - OUTROS;610;460;460;380;380;31;51;40;56;45;53;55;5600
102 DP - Socorro;2022;ROUBO DE VEÍCULO;50;80;80;10;90;10;9;16;11;13;10;13;1130
102 DP - Socorro;2022;ROUBO A BANCO;0;0;0;0;0;0;0;0;0;0;0;0;0
102 DP - Socorro;2022;ROUBO DE CARGA;0;0;20;10;20;1;1;0;3;3;1;1;150
102 DP - Socorro;2022;FURTO - OUTROS;470;630;750;670;760;79;52;88;73;65;77;79;8410
102 DP - Socorro;2022;FURTO DE VEÍCULO;110;70;100;70;130;11;18;11;13;26;27;22;1760
022 DP - São Miguel Paulista;2025;HOMICÍDIO DOLOSO (2);0;0;0;20;0;;;;;;;;20
022 DP - São Miguel Paulista;2025;Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3);0;0;0;20;0;;;;;;;;20
022 DP - São Miguel Paulista;2025;HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;;;;;;;;0
022 DP - São Miguel Paulista;2025;Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;;;;;;;;0
022 DP - São Miguel Paulista;2025;HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO;10;0;0;0;10;;;;;;;;20
022 DP - São Miguel Paulista;2025;HOMICÍDIO CULPOSO OUTROS;0;0;0;0;0;;;;;;;;0
022 DP - São Miguel Paulista;2025;TENTATIVA DE HOMICÍDIO;10;0;0;0;0;;;;;;;;10
022 DP - São Miguel Paulista;2025;LESÃO CORPORAL SEGUIDA DE MORTE;0;0;0;0;0;;;;;;;;0
022 DP - São Miguel Paulista;2025;LESÃO CORPORAL DOLOSA;360;370;330;320;270;;;;;;;;1650
022 DP - São Miguel Paulista;2025;LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO;70;80;90;200;110;;;;;;;;550
022 DP - São Miguel Paulista;2025;LESÃO CORPORAL CULPOSA - OUTRAS;0;10;10;20;10;;;;;;;;50
022 DP - São Miguel Paulista;2025;LATROCÍNIO;0;0;0;0;0;;;;;;;;0
022 DP - São Miguel Paulista;2025;Nº DE VÍTIMAS EM LATROCÍNIO;0;0;0;0;0;;;;;;;;0
022 DP - São Miguel Paulista;2025;TOTAL DE ESTUPRO (4);20;10;20;20;30;;;;;;;;100
022 DP - São Miguel Paulista;2025;ESTUPRO;10;10;10;10;10;;;;;;;;50
022 DP - São Miguel Paulista;2025;ESTUPRO DE VULNERÁVEL;10;0;10;10;20;;;;;;;;50
022 DP - São Miguel Paulista;2025;TOTAL DE ROUBO - OUTROS (1);960;700;700;800;780;;;;;;;;3940
022 DP - São Miguel Paulista;2025;ROUBO - OUTROS;960;700;690;790;770;;;;;;;;3910
022 DP - São Miguel Paulista;2025;ROUBO DE VEÍCULO;100;30;90;50;30;;;;;;;;300
022 DP - São Miguel Paulista;2025;ROUBO A BANCO;0;0;0;0;0;;;;;;;;0
022 DP - São Miguel Paulista;2025;ROUBO DE CARGA;0;0;10;10;10;;;;;;;;30
022 DP - São Miguel Paulista;2025;FURTO - OUTROS;1980;1750;2020;2590;2370;;;;;;;;1071
022 DP - São Miguel Paulista;2025;FURTO DE VEÍCULO;330;230;290;240;330;;;;;;;;1420
022 DP - São Miguel Paulista;2024;HOMICÍDIO DOLOSO (2);0;0;0;10;0;0;0;0;1;0;0;1;30
022 DP - São Miguel Paulista;2024;Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3);0;0;0;10;0;0;0;0;1;0;0;1;30
022 DP - São Miguel Paulista;2024;HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;0;0;0;0;0;0;0;0
022 DP - São Miguel Paulista;2024;Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;0;0;0;0;0;0;0;0
022 DP - São Miguel Paulista;2024;HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO;0;10;0;0;0;0;0;3;0;1;0;1;60
022 DP - São Miguel Paulista;2024;HOMICÍDIO CULPOSO OUTROS;0;0;0;0;0;0;0;0;0;0;0;0;0
022 DP - São Miguel Paulista;2024;TENTATIVA DE HOMICÍDIO;0;10;30;20;0;1;0;2;0;1;0;0;100
022 DP - São Miguel Paulista;2024;LESÃO CORPORAL SEGUIDA DE MORTE;0;0;0;0;0;0;0;0;0;0;1;0;10
022 DP - São Miguel Paulista;2024;LESÃO CORPORAL DOLOSA;240;250;320;350;380;41;30;39;41;32;47;43;4270
022 DP - São Miguel Paulista;2024;LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO;150;100;50;110;120;11;12;11;11;9;13;9;1290
022 DP - São Miguel Paulista;2024;LESÃO CORPORAL CULPOSA - OUTRAS;20;20;0;10;0;0;1;0;0;0;0;0;60
022 DP - São Miguel Paulista;2024;LATROCÍNIO;10;0;0;0;0;0;0;0;0;0;0;0;10
022 DP - São Miguel Paulista;2024;Nº DE VÍTIMAS EM LATROCÍNIO;10;0;0;0;0;0;0;0;0;0;0;0;10
022 DP - São Miguel Paulista;2024;TOTAL DE ESTUPRO (4);20;30;0;40;10;2;5;2;1;5;4;2;310
022 DP - São Miguel Paulista;2024;ESTUPRO;0;10;0;0;0;0;0;1;0;1;3;0;60
022 DP - São Miguel Paulista;2024;ESTUPRO DE VULNERÁVEL;20;20;0;40;10;2;5;1;1;4;1;2;250
022 DP - São Miguel Paulista;2024;TOTAL DE ROUBO - OUTROS (1);1130;1210;990;1030;1170;88;81;79;75;80;79;83;1118
022 DP - São Miguel Paulista;2024;ROUBO - OUTROS;1130;1200;980;1030;1160;87;81;79;75;79;79;83;1113
022 DP - São Miguel Paulista;2024;ROUBO DE VEÍCULO;120;100;70;60;130;14;8;16;10;7;8;17;1280
022 DP - São Miguel Paulista;2024;ROUBO A BANCO;0;0;0;0;0;0;0;0;0;0;0;0;0
022 DP - São Miguel Paulista;2024;ROUBO DE CARGA;0;10;10;0;10;1;0;0;0;1;0;0;50
022 DP - São Miguel Paulista;2024;FURTO - OUTROS;2210;2070;2160;1920;2130;166;217;194;185;196;192;186;2385
022 DP - São Miguel Paulista;2024;FURTO DE VEÍCULO;300;230;220;210;400;15;25;26;21;34;29;28;3140
022 DP - São Miguel Paulista;2023;HOMICÍDIO DOLOSO (2);10;0;0;0;0;1;0;0;0;0;0;1;30
022 DP - São Miguel Paulista;2023;Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3);10;0;0;0;0;1;0;0;0;0;0;1;30
022 DP - São Miguel Paulista;2023;HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;0;0;0;0;0;0;0;0
022 DP - São Miguel Paulista;2023;Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;0;0;0;0;0;0;0;0
022 DP - São Miguel Paulista;2023;HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO;20;0;0;10;0;0;2;1;0;0;0;1;70
022 DP - São Miguel Paulista;2023;HOMICÍDIO CULPOSO OUTROS;0;0;0;0;0;0;0;0;0;0;0;0;0
022 DP - São Miguel Paulista;2023;TENTATIVA DE HOMICÍDIO;10;20;10;0;0;1;2;1;0;0;0;1;90
022 DP - São Miguel Paulista;2023;LESÃO CORPORAL SEGUIDA DE MORTE;0;0;0;0;0;0;0;0;0;0;0;0;0
022 DP - São Miguel Paulista;2023;LESÃO CORPORAL DOLOSA;210;250;330;270;320;25;27;28;24;31;30;32;3350
022 DP - São Miguel Paulista;2023;LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO;110;60;90;110;90;11;9;12;11;17;17;12;1350
022 DP - São Miguel Paulista;2023;LESÃO CORPORAL CULPOSA - OUTRAS;20;0;0;10;0;0;0;0;0;1;0;1;50
022 DP - São Miguel Paulista;2023;LATROCÍNIO;0;0;0;0;0;0;0;0;1;0;0;0;10
022 DP - São Miguel Paulista;2023;Nº DE VÍTIMAS EM LATROCÍNIO;0;0;0;0;0;0;0;0;1;0;0;0;10
022 DP - São Miguel Paulista;2023;TOTAL DE ESTUPRO (4);30;20;40;30;20;0;2;1;1;5;2;3;280
022 DP - São Miguel Paulista;2023;ESTUPRO;20;10;0;0;10;0;0;0;0;2;0;1;70
022 DP - São Miguel Paulista;2023;ESTUPRO DE VULNERÁVEL;10;10;40;30;10;0;2;1;1;3;2;2;210
022 DP - São Miguel Paulista;2023;TOTAL DE ROUBO - OUTROS (1);1000;800;1160;980;1090;91;86;102;86;99;98;109;1174
022 DP - São Miguel Paulista;2023;ROUBO - OUTROS;1000;790;1140;970;1080;89;84;101;86;98;97;109;1162
022 DP - São Miguel Paulista;2023;ROUBO DE VEÍCULO;110;10;180;120;130;13;10;10;4;6;11;7;1160
022 DP - São Miguel Paulista;2023;ROUBO A BANCO;0;0;0;0;0;0;0;0;0;0;0;0;0
022 DP - São Miguel Paulista;2023;ROUBO DE CARGA;0;10;20;10;10;2;2;1;0;1;1;0;120
022 DP - São Miguel Paulista;2023;FURTO - OUTROS;1740;1670;2200;1920;2300;206;212;200;189;242;242;284;2558
022 DP - São Miguel Paulista;2023;FURTO DE VEÍCULO;330;220;310;160;180;28;24;18;20;43;33;35;3210
022 DP - São Miguel Paulista;2022;HOMICÍDIO DOLOSO (2);0;0;10;0;0;0;0;0;0;0;0;0;10
022 DP - São Miguel Paulista;2022;Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3);0;0;10;0;0;0;0;0;0;0;0;0;10
022 DP - São Miguel Paulista;2022;HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;0;0;0;0;0;0;0;0
022 DP - São Miguel Paulista;2022;Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;0;0;0;0;0;0;0;0
022 DP - São Miguel Paulista;2022;HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO;10;0;0;10;0;0;0;0;1;0;0;2;50
022 DP - São Miguel Paulista;2022;HOMICÍDIO CULPOSO OUTROS;0;0;0;0;0;0;0;0;0;0;0;0;0
022 DP - São Miguel Paulista;2022;TENTATIVA DE HOMICÍDIO;10;0;0;0;20;0;1;0;0;2;0;0;60
022 DP - São Miguel Paulista;2022;LESÃO CORPORAL SEGUIDA DE MORTE;0;0;0;0;0;0;0;0;0;0;0;0;0
022 DP - São Miguel Paulista;2022;LESÃO CORPORAL DOLOSA;350;200;240;280;230;23;30;33;31;42;23;31;3430
022 DP - São Miguel Paulista;2022;LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO;60;100;110;50;100;7;6;12;13;6;12;9;1070
022 DP - São Miguel Paulista;2022;LESÃO CORPORAL CULPOSA - OUTRAS;0;0;0;10;20;1;0;0;0;1;0;0;50
022 DP - São Miguel Paulista;2022;LATROCÍNIO;0;0;0;0;0;0;0;0;0;0;0;0;0
022 DP - São Miguel Paulista;2022;Nº DE VÍTIMAS EM LATROCÍNIO;0;0;0;0;0;0;0;0;0;0;0;0;0
022 DP - São Miguel Paulista;2022;TOTAL DE ESTUPRO (4);10;0;10;30;70;1;1;2;3;7;2;3;310
022 DP - São Miguel Paulista;2022;ESTUPRO;0;0;0;20;20;0;1;1;0;2;1;1;100
